source,target,relation
PROF_45,LOC:Florida,Worked in
PROF_45,LOC:Massachusetts,Worked in
PROF_45,LOC:Spain,Worked in
PROF_46,ORG:Autonomous University Of Madrid,Studied at
PROF_46,ORG:Industry Innovation And Infraest,Studied at
PROF_46,ORG:University Of Lisbon,Studied at
PROF_46,EDU:Ph.D,Has degree
PROF_46,SUBJECT:Lisbon,Teaches
PROF_46,SUBJECT:Mathematics,Teaches
PROF_46,SUBJECT:Physics,Teaches
PROF_47,EDU:Bachelor in Economics,Has degree
PROF_47,EDU:Bachelor in Journalism,Has degree
PROF_47,EDU:Master in Economics,Has degree
PROF_47,EDU:Ph.D,Has degree
PROF_47,SUBJECT:Economics,Teaches
PROF_47,SUBJECT:Journalism,Teaches
PROF_47,ORG:La Voz De C,Worked at
PROF_47,ORG:Mpass Lexecon,Worked at
PROF_47,LOC:Hrcarem,Worked in
PROF_47,LOC:Mondosono,Worked in
PROF_47,LOC:Spain,Worked in
PROF_47,LOC:Ádiz,Worked in
PROF_49,ORG:& B,Worked at
PROF_49,ORG:And Insolvency Area,Worked at
PROF_49,LOC:Madrid,Worked in
PROF_50,ORG:Dama International,Studied at
PROF_50,ORG:Universidad Autónoma De Madrid,Studied at
PROF_50,ORG:Dama Spain,Worked at
PROF_50,ORG:Data & Analytics,Worked at
PROF_50,ORG:Data Governance,Worked at
PROF_50,LOC:Spain,Worked in
PROF_50,LOC:Stratio,Worked in
PROF_52,ORG:And Organization,Studied at
PROF_52,ORG:Autonomous University Of Madrid,Studied at
PROF_52,ORG:Economical And Business,Studied at
PROF_52,ORG:Human Resources,Studied at
PROF_52,ORG:Port And Intermodal Shipment Management,Studied at
PROF_52,ORG:Universidad Pontificia Comillas,Studied at
PROF_52,EDU:MBA,Has degree
PROF_52,EDU:Master in Business Administration,Has degree
PROF_52,EDU:Master in Port and Intermodal Shipment Management by ICADE,Has degree
PROF_52,EDU:PhD,Has degree
PROF_52,SUBJECT:Advanced Studies,Teaches
PROF_52,SUBJECT:Arts degree in Economical and Business by the Autonomous University of Madrid,Teaches
PROF_52,SUBJECT:Business Administration,Teaches
PROF_52,SUBJECT:Human Resources by the IESE,Teaches
PROF_52,SUBJECT:Management and Organization Accounting of Business by the Autonomous University of Madrid,Teaches
PROF_52,SUBJECT:Port and Intermodal Shipment Management by ICADE,Teaches
PROF_52,ORG:Andersen Consulting,Worked at
PROF_52,ORG:Change Management Services,Worked at
PROF_52,ORG:Ción De Gestión,Worked at
PROF_52,ORG:Management Services,Worked at
PROF_52,ORG:Observatorio De Costes,Worked at
PROF_52,ORG:Organización De Recursos Humanos,Worked at
PROF_52,ORG:Os Humanos,Worked at
PROF_52,ORG:Planificación De Recu,Worked at
PROF_52,ORG:Planificación Estratégica Y Control De Gestión,Worked at
PROF_52,LOC:Puertos Del Estado,Worked in
PROF_53,ORG:Academic Bac,Studied at
PROF_53,ORG:Ceu San Pablo University,Studied at
PROF_53,EDU:Bachelor in Journalism,Has degree
PROF_53,EDU:Ph.D,Has degree
PROF_53,SUBJECT:Communication,Teaches
PROF_53,SUBJECT:Journalism,Teaches
PROF_53,ORG:3Aw Agency,Worked at
PROF_53,ORG:Ario Vasco,Worked at
PROF_53,ORG:Caballo Films,Worked at
PROF_53,ORG:Diario Montañés,Worked at
PROF_53,ORG:Efe Agency,Worked at
PROF_53,ORG:El Correo,Worked at
PROF_53,ORG:El Independiente,Worked at
PROF_53,ORG:El Mundo,Worked at
PROF_53,ORG:El País,Worked at
PROF_53,ORG:Eo Unlimited,Worked at
PROF_53,ORG:Espasa Editorial,Worked at
PROF_53,ORG:Ion. Com,Worked at
PROF_53,ORG:Qué Vocento,Worked at
PROF_53,ORG:Saboteadores Y Guerrilleros,Worked at
PROF_53,ORG:Thinking Heads,Worked at
PROF_53,ORG:Unto Radio,Worked at
PROF_53,LOC:Bran,Worked in
PROF_53,LOC:Spain,Worked in
PROF_53,LOC:Sur Madrid,Worked in
PROF_54,ORG:Instituto De Estudios B,Studied at
PROF_54,ORG:Universidad Autónoma De Madrid,Studied at
PROF_54,ORG:Universidad De Sal,Studied at
PROF_54,SUBJECT:Financial Markets Law,Teaches
PROF_54,SUBJECT:Legal Business Practice,Teaches
PROF_54,SUBJECT:Legal Practice,Teaches
PROF_54,LOC:Spain,Worked in
PROF_55,ORG:De Derecho Penal,Studied at
PROF_55,ORG:Instituto De Estudios Penales Mar,Studied at
PROF_55,ORG:Universidad Complutense de Madrid,Studied at
PROF_55,ORG:Universidad San Pablo Ceu,Studied at
PROF_55,EDU:Ph.D,Has degree
PROF_55,SUBJECT:Criminal Law,Teaches
PROF_55,SUBJECT:Laws,Teaches
PROF_55,ORG:Compliance And Investigations,Worked at
PROF_55,ORG:White Collar,Worked at
PROF_55,LOC:Spain,Worked in
PROF_56,ORG:Academic Ba,Studied at
PROF_56,ORG:Alfonso X El Sabio University,Studied at
PROF_56,ORG:Brown University,Studied at
PROF_56,ORG:Carlos V International Centre,Studied at
PROF_56,ORG:Instituto Estudios Bursátiles,Studied at
PROF_56,ORG:London School Of Economics And Political Science,Studied at
PROF_56,ORG:Universidad Autónoma,Studied at
PROF_56,EDU:BSc,Has degree
PROF_56,EDU:MBA,Has degree
PROF_56,EDU:Master in Finance and Portfolio Management,Has degree
PROF_56,SUBJECT:Business Administration Alfonso X El Sabio University,Teaches
PROF_56,SUBJECT:Economics and Political Science,Teaches
PROF_56,SUBJECT:Finance and Portfolio Management,Teaches
PROF_56,ORG:Banco Alcala,Worked at
PROF_56,ORG:Banco Alcalá,Worked at
PROF_56,ORG:Credit Andorra A. M,Worked at
PROF_56,ORG:Credit Andorra Group,Worked at
PROF_56,ORG:Espirito Santo Asset Management,Worked at
PROF_56,ORG:Espirito Santo Gestión,Worked at
PROF_56,ORG:Estbio Capital,Worked at
PROF_56,ORG:Financials Research,Worked at
PROF_56,ORG:Gesalcala Sgiic,Worked at
PROF_56,ORG:Insurance & Real Estate,Worked at
PROF_56,ORG:Key Capital Partners,Worked at
PROF_56,ORG:Morgan Stanley Asset Management,Worked at
PROF_56,ORG:St Investment Area,Worked at
PROF_57,ORG:And Strategic Management,Studied at
PROF_57,ORG:IESE Business School,Studied at
PROF_57,ORG:Instituto Ortega Y Gasset Ma,Studied at
PROF_57,ORG:Opera Singer,Studied at
PROF_57,ORG:Universidad Autónoma De Madrid,Worked at
PROF_57,ORG:Women Angels,Studied at
PROF_57,EDU:MBA,Has degree
PROF_57,EDU:Phd,Has degree
PROF_57,ORG:European Commission,Worked at
PROF_57,ORG:European Union,Worked at
PROF_57,ORG:Inspiring Travels,Worked at
PROF_57,LOC:Costa Rica,Worked in
PROF_57,LOC:Latin America,Worked in
PROF_58,ORG:Ariales Europeas,Studied at
PROF_58,ORG:British Chartered Institute Of Marketing,Studied at
PROF_58,ORG:Licenciada En Ciencias Emp,Studied at
PROF_58,ORG:Middlesex Business School,Studied at
PROF_58,ORG:Middlesex University,Studied at
PROF_58,ORG:Universidad Pontificia Comillas,Studied at
PROF_58,EDU:B.A,Has degree
PROF_58,SUBJECT:European Business Administration,Teaches
PROF_58,ORG:Ario El Pais,Worked at
PROF_58,ORG:Blanchard Spain,Worked at
PROF_58,ORG:Brand Management,Worked at
PROF_58,ORG:Innovation & New Technologies,Worked at
PROF_58,ORG:J & B Whisky,Worked at
PROF_58,ORG:Marketing & Innovation,Worked at
PROF_58,ORG:Procter & Gamble,Worked at
PROF_58,ORG:The Coca Cola Company,Worked at
PROF_59,ORG:Academic Ba,Studied at
PROF_59,ORG:And Urbanism,Studied at
PROF_59,ORG:Architecture Building And Technology Department,Studied at
PROF_59,ORG:Development Studies,Studied at
PROF_59,ORG:Etsam Technical University Of Madrid,Studied at
PROF_59,ORG:La Caixa,Studied at
PROF_59,ORG:Technical University Of Madrid,Studied at
PROF_59,ORG:Tsinghua University,Studied at
PROF_59,ORG:University Of Sao Paulo Usp,Studied at
PROF_59,ORG:University Of Sydney,Studied at
PROF_59,EDU:Master in Architecture and Urbanism,Has degree
PROF_59,EDU:Master in Development Studies,Has degree
PROF_59,EDU:Ph.D,Has degree
PROF_59,SUBJECT:Architecture,Teaches
PROF_59,SUBJECT:Architecture and Urbanism,Teaches
PROF_59,SUBJECT:Development Studies,Teaches
PROF_59,SUBJECT:Madrid Program,Teaches
PROF_59,SUBJECT:Sao Paulo USP,Teaches
PROF_59,SUBJECT:Sydney,Teaches
PROF_59,ORG:Bility Ex,Worked at
PROF_59,ORG:Cadreg Architect,Worked at
PROF_59,ORG:Global Solutions Division United Nations,Worked at
PROF_59,ORG:Spatial St,Worked at
PROF_59,ORG:Un Habitat,Worked at
PROF_59,ORG:Urban Campus,Worked at
PROF_59,LOC:Beijing,Worked in
PROF_59,LOC:Spain,Worked in
PROF_59,LOC:Sydney,Worked in
PROF_60,ORG:Griffith University,Studied at
PROF_60,ORG:University Of Edinburgh,Studied at
PROF_60,ORG:University Of Glasgow,Studied at
PROF_60,EDU:M.A,Has degree
PROF_60,EDU:Ph.D,Has degree
PROF_60,SUBJECT:Behavior and Organizational Change,Teaches
PROF_60,SUBJECT:Edinburgh,Teaches
PROF_60,SUBJECT:Glasgow,Teaches
PROF_60,SUBJECT:Social Research,Teaches
PROF_60,SUBJECT:Sociology,Teaches
PROF_60,ORG:Law Enforcement Clients,Worked at
PROF_60,ORG:Pa Consulting,Worked at
PROF_60,ORG:Uk Civil Service,Worked at
PROF_60,LOC:Australia,Worked in
PROF_61,ORG:Facultad Cc. De La Información,Studied at
PROF_61,ORG:Indiana University,Studied at
PROF_61,ORG:Ma Corporate Social Resp,Studied at
PROF_61,ORG:O En Información Internacional Y Países Del Sur,Studied at
PROF_61,ORG:Smith College,Studied at
PROF_61,ORG:Systems Technology,Studied at
PROF_61,ORG:Universidad Complutense de Madrid,Studied at
PROF_61,ORG:Universidad De Alcalá,Studied at
PROF_61,SUBJECT:Government,Teaches
PROF_61,SUBJECT:Instructional Systems Technology,Teaches
PROF_61,ORG:American International Group Inc,Worked at
PROF_61,ORG:Corporate Law,Worked at
PROF_61,ORG:Emerging Markets,Worked at
PROF_61,LOC:Madrid,Worked in
PROF_61,LOC:New York,Worked in
PROF_61,LOC:Oslo,Worked in
PROF_62,ORG:And Communication,Studied at
PROF_62,ORG:Of Education,Studied at
PROF_62,ORG:Universidad Complutense,Studied at
PROF_62,ORG:Universidad Pontificia De Comillas,Studied at
PROF_62,ORG:University Of The Pacific,Studied at
PROF_62,EDU:B.A,Has degree
PROF_62,EDU:M.A,Has degree
PROF_62,EDU:Ph.D,Has degree
PROF_62,SUBJECT:Education,Teaches
PROF_62,SUBJECT:Marketing and Communication,Teaches
PROF_62,ORG:Banco Santander,Worked at
PROF_62,ORG:Human Capital,Worked at
PROF_62,ORG:Training And Development,Worked at
PROF_62,LOC:Ade,Worked in
PROF_62,LOC:Dra,Worked in
PROF_62,LOC:Spain,Worked in
PROF_63,ORG:Cuela Técnica Superior De Arquitectura De Madrid,Studied at
PROF_63,ORG:Technische Universitt,Studied at
PROF_63,ORG:Universidad Politécnica,Studied at
PROF_63,ORG:Universitt Der Künste,Studied at
PROF_63,SUBJECT:Architecture from the Escuela T,Teaches
PROF_63,SUBJECT:Berlin to study at the Technische Universit,Teaches
PROF_63,ORG:& Gallegos,Worked at
PROF_63,ORG:Grandeza St,Worked at
PROF_63,ORG:Ubicca Arquitectos,Worked at
PROF_63,LOC:Berlin,Worked in
PROF_63,LOC:Germany,Worked in
PROF_63,LOC:Hutton,Worked in
PROF_63,LOC:Madrid,Worked in
PROF_63,LOC:Uerbruch,Worked in
PROF_63,LOC:Uren,Worked in
PROF_64,ORG:University Of Cambridge,Studied at
PROF_64,ORG:University Of Saskatchewan,Studied at
PROF_64,EDU:Bachelor's in Education,Has degree
PROF_64,SUBJECT:Cambridge,Teaches
PROF_64,SUBJECT:Education,Teaches
PROF_64,SUBJECT:History of Art,Teaches
PROF_64,SUBJECT:Saskatchewan,Teaches
PROF_64,ORG:El Pais,Worked at
PROF_64,ORG:Global News Canada,Worked at
PROF_64,ORG:National Gallery Of Canada,Worked at
PROF_64,ORG:Pickles Pr,Worked at
PROF_64,ORG:Q Sound,Worked at
PROF_64,ORG:S & P Global,Worked at
PROF_64,ORG:The Guardian And Observer,Worked at
PROF_64,LOC:Ccord Museum,Worked in
PROF_65,ORG:Brookings Institution,Studied at
PROF_65,ORG:Harvard University,Studied at
PROF_65,ORG:James Madison College,Studied at
PROF_65,ORG:Kennedy School,Studied at
PROF_65,ORG:Michigan State University,Studied at
PROF_65,ORG:Queen S University Belfast,Studied at
PROF_65,ORG:University Of Edinburgh,Studied at
PROF_65,EDU:Ph.D,Has degree
PROF_65,SUBJECT:Multi-Level Governance,Teaches
PROF_65,SUBJECT:Politics from the University of Edinburgh and a Bachelors of Arts in Political Theory from James Madison College at Michigan State University,Teaches
PROF_65,ORG:Affairs Committee,Worked at
PROF_65,ORG:National Democratic Institute,Worked at
PROF_65,ORG:National Security Council,Worked at
PROF_65,ORG:State Department,Worked at
PROF_65,ORG:U. S. House Of Representatives,Worked at
PROF_65,LOC:Europe,Worked in
PROF_65,LOC:Gulf Region,Worked in
PROF_65,LOC:Middle East,Worked in
PROF_65,LOC:North Africa,Worked in
PROF_65,LOC:Southern Europe,Worked in
PROF_65,LOC:United States,Worked in
PROF_65,LOC:White House,Worked in
PROF_66,ORG:Capstone Capital,Studied at
PROF_66,ORG:Ernst & Young,Studied at
PROF_66,ORG:Krannert School Of Management,Studied at
PROF_66,ORG:Metalcraft Technologies,Studied at
PROF_66,ORG:Purdue University,Studied at
PROF_66,ORG:Robert H. Smith School Of Business,Studied at
PROF_66,ORG:Southern Utah University,Studied at
PROF_66,ORG:University Of Maryland,Studied at
PROF_66,EDU:MBA,Has degree
PROF_66,EDU:Ph.D,Has degree
PROF_66,SUBJECT:Accounting,Teaches
PROF_66,SUBJECT:Management,Teaches
PROF_66,SUBJECT:Maryland,Teaches
PROF_68,ORG:Harvard Law School,Studied at
PROF_68,ORG:Tel Aviv University,Studied at
PROF_68,EDU:Bachelor in economics,Has degree
PROF_68,EDU:LL.M,Has degree
PROF_69,ORG:Academic Bac,Studied at
PROF_69,ORG:And Hospital Management,Studied at
PROF_69,ORG:European Institute,Studied at
PROF_69,ORG:Universidad Complutense,Studied at
PROF_69,ORG:Universidad Complutense de Madrid,Studied at
PROF_69,ORG:Universidad De Alcala,Studied at
PROF_69,EDU:MBA,Has degree
PROF_69,EDU:PhD,Has degree
PROF_69,SUBJECT:Health and Hospital management,Teaches
PROF_69,ORG:Foundation Escuela De Salud,Worked at
PROF_69,ORG:Hospital Quir,Worked at
PROF_69,ORG:Infanta Luis,Worked at
PROF_69,ORG:International Division,Worked at
PROF_69,ORG:O Yourhealth,Worked at
PROF_69,ORG:Rupo Estética Médica,Worked at
PROF_69,ORG:Unidad De Medicina,Worked at
PROF_69,ORG:Vaughan Systems,Worked at
PROF_70,ORG:Valladolid University,Studied at
PROF_70,SUBJECT:Boards,Teaches
PROF_70,SUBJECT:Business Administration IE Business School,Teaches
PROF_70,SUBJECT:Telecommunications Engineering,Teaches
PROF_70,ORG:Enterprise Business,Worked at
PROF_70,ORG:Microsoft Spain,Worked at
PROF_70,ORG:Sun Microsystem,Worked at
PROF_70,LOC:South Eme,Worked in
PROF_70,LOC:Spain,Worked in
PROF_70,LOC:Western Europe,Worked in
PROF_71,ORG:Cuela Psicodrama,Worked at
PROF_71,ORG:Ión Española Emdr,Worked at
PROF_71,ORG:Social Science,Worked at
PROF_71,ORG:Universidad Ceu San Pablo,Worked at
PROF_71,ORG:Universidad Pontificia Co,Worked at
PROF_71,ORG:Universidad Pontificia Comillas,Worked at
PROF_71,LOC:Itas Blua,Worked in
PROF_71,LOC:Mill,Worked in
PROF_71,LOC:Sico,Worked in
PROF_71,LOC:Spain,Worked in
PROF_72,ORG:Etsa Madrid,Studied at
PROF_72,ORG:Tu Munich,Studied at
PROF_72,EDU:Master in Architecture,Has degree
PROF_72,SUBJECT:Architecture,Teaches
PROF_72,ORG:Briefing And Interiors,Worked at
PROF_72,ORG:Park Architects,Worked at
PROF_72,LOC:Spain,Worked in
PROF_73,ORG:University Of Georgia,Studied at
PROF_73,ORG:University Of Massachusetts,Studied at
PROF_73,ORG:University Of Santiago De Composte,Studied at
PROF_73,EDU:B.A,Has degree
PROF_73,EDU:M.A,Has degree
PROF_73,EDU:Ph.D,Has degree
PROF_73,SUBJECT:Georgia,Teaches
PROF_73,SUBJECT:Hispanic Languages and Literatures,Teaches
PROF_73,SUBJECT:Massachusetts,Teaches
PROF_73,SUBJECT:Philosophy and Educational Sciences,Teaches
PROF_73,SUBJECT:Romance Languages,Teaches
PROF_73,SUBJECT:Santiago de Compostela,Teaches
PROF_74,ORG:Universidad Complutense,Studied at
PROF_74,EDU:MBA,Has degree
PROF_74,ORG:Cooperation Development Projects,Worked at
PROF_74,ORG:Development And Learning,Worked at
PROF_74,ORG:International Division,Worked at
PROF_74,ORG:Leadership & Cultural Transformation,Worked at
PROF_74,ORG:Mckinsey Company,Worked at
PROF_74,ORG:Non Profit Organization,Worked at
PROF_74,ORG:Renault Spain,Worked at
PROF_74,ORG:Seeliger And Conde Hr,Worked at
PROF_74,LOC:Brazil,Worked in
PROF_74,LOC:Spain,Worked in
PROF_75,ORG:Ie Xl,Studied at
PROF_75,EDU:Bachelor in Business Administration,Has degree
PROF_75,SUBJECT:Business Administration,Teaches
PROF_75,SUBJECT:Corporate Finance in KELLOG GRADUATE SCHOOL OF MANAGEMENT,Teaches
PROF_75,ORG:Ambers & Co,Worked at
PROF_75,ORG:Ey Tas Department,Worked at
PROF_75,ORG:Goldman Sachs International,Worked at
PROF_75,ORG:M & A,Worked at
PROF_75,ORG:Société Génerale,Worked at
PROF_75,LOC:London,Worked in
PROF_75,LOC:Madrid,Worked in
PROF_75,LOC:Spain,Worked in
PROF_76,ORG:European Venture Capital Association,Studied at
PROF_76,ORG:Mba London Business School,Studied at
PROF_76,ORG:Spanish Vc Association,Studied at
PROF_76,ORG:Universidad De Zaragoza,Studied at
PROF_76,EDU:MBA,Has degree
PROF_76,SUBJECT:Negotiation,Teaches
PROF_76,ORG:Going Investment,Worked at
PROF_76,ORG:Sson Enterprises,Worked at
PROF_77,ORG:Iosensors For Environmental Monitoring,Studied at
PROF_77,ORG:Perpignan University,Studied at
PROF_77,ORG:Universidad Carlos,Studied at
PROF_77,ORG:University Of Bucharest,Studied at
PROF_77,EDU:B.Sc,Has degree
PROF_77,EDU:M.Sc,Has degree
PROF_77,EDU:Ph.D,Has degree
PROF_77,SUBJECT:Biosensors for Environmental Monitoring,Teaches
PROF_77,SUBJECT:Bucharest,Teaches
PROF_77,SUBJECT:Chemistry,Teaches
PROF_77,SUBJECT:Mathematical Engineering,Teaches
PROF_78,ORG:Chartered Institute Of Arbitrators,Studied at
PROF_78,ORG:Cátedra Univ. Rey Juan Carlos,Studied at
PROF_78,ORG:Diplme Du Programme International Sciences Po,Studied at
PROF_78,ORG:Madrid Bar Association,Studied at
PROF_78,ORG:Training School,Studied at
PROF_78,ORG:University Carlos,Studied at
PROF_78,EDU:Bachelor in Law-Political Science,Has degree
PROF_78,EDU:LL.M,Has degree
PROF_78,SUBJECT:Arbitration,Teaches
PROF_78,SUBJECT:Arbitration Practice,Teaches
PROF_78,SUBJECT:Arbitrators,Teaches
PROF_78,SUBJECT:Law-Political Science,Teaches
PROF_78,SUBJECT:Laws,Teaches
PROF_78,SUBJECT:Madrid Bar Association,Teaches
PROF_78,ORG:And Corporate Law,Worked at
PROF_78,ORG:Villar Y Asociados A,Worked at
PROF_78,LOC:Col,Worked in
PROF_78,LOC:Madrid,Worked in
PROF_78,LOC:Spain,Worked in
PROF_79,ORG:University Of Na,Studied at
PROF_79,SUBJECT:Corporate Communication,Teaches
PROF_79,SUBJECT:Information Sciences- Journalism,Teaches
PROF_79,SUBJECT:Marketing & Corporate Communication,Teaches
PROF_79,SUBJECT:Navarra,Teaches
PROF_79,ORG:Antena 3,Worked at
PROF_79,ORG:Australian Group Melbourne It,Worked at
PROF_79,ORG:Intereconomía Communication Group,Worked at
PROF_79,ORG:Intereconomía Tv,Worked at
PROF_79,ORG:Internet Names Worldwide Spain,Worked at
PROF_79,ORG:Tele 5,Worked at
PROF_79,ORG:Trámite Parlamentario,Worked at
PROF_79,ORG:Uatro Tv,Worked at
PROF_79,LOC:Spain,Worked in
PROF_81,ORG:Massachusetts Of Technology,Studied at
PROF_81,ORG:Supply Chain Management,Studied at
PROF_81,ORG:University Of Iowa,Studied at
PROF_81,ORG:University Of North Carolina,Studied at
PROF_81,EDU:B.S,Has degree
PROF_81,EDU:Ph.D,Has degree
PROF_81,SUBJECT:Business Administration,Teaches
PROF_81,SUBJECT:Industrial Engineering,Teaches
PROF_81,SUBJECT:Iowa,Teaches
PROF_81,SUBJECT:North Carolina,Teaches
PROF_81,SUBJECT:Supply Chain Management,Teaches
PROF_81,SUBJECT:Technology,Teaches
PROF_81,ORG:Graduate Logistics Inter,Worked at
PROF_81,ORG:Innovation And Infraest,Worked at
PROF_81,ORG:Management Consulting Strategy & Operations,Worked at
PROF_81,ORG:Nyc Office Of Emergency Management,Worked at
PROF_81,ORG:Orbitz Worldwide,Worked at
PROF_81,LOC:Cities,Worked in
PROF_81,LOC:Langone Medical Center,Worked in
PROF_81,LOC:United States,Worked in
PROF_83,ORG:Economics & Business,Studied at
PROF_83,ORG:Universit La Sapienza,Studied at
PROF_83,EDU:MSc,Has degree
PROF_83,SUBJECT:Economics & Business Administration,Teaches
PROF_83,ORG:Consulting & Investment Research,Worked at
PROF_83,ORG:Iberia & Latam,Worked at
PROF_83,ORG:La Tienda De Campañas,Worked at
PROF_83,ORG:Sights Analytics España,Worked at
PROF_83,ORG:The Reptrak Company,Worked at
PROF_83,LOC:Dynata,Worked in
PROF_83,LOC:Southern,Worked in
PROF_83,LOC:Southern Europe,Worked in
PROF_83,LOC:Spain,Worked in
PROF_84,ORG:Climate Action,Studied at
PROF_84,ORG:Politecnico Di Milano,Studied at
PROF_84,ORG:School Of Mathematics,Studied at
PROF_84,ORG:Statistics And Actuarial Science,Studied at
PROF_84,ORG:University Of Kent,Studied at
PROF_84,EDU:Ph.D,Has degree
PROF_84,SUBJECT:Kent,Teaches
PROF_84,SUBJECT:Mathematical Engineering,Teaches
PROF_84,SUBJECT:Mathematics,Teaches
PROF_84,SUBJECT:Statistics,Teaches
PROF_85,ORG:Cconi University,Studied at
PROF_85,ORG:Open University,Studied at
PROF_85,ORG:Schulich School Of Business,Studied at
PROF_85,ORG:York University,Studied at
PROF_85,SUBJECT:Physics,Teaches
PROF_85,ORG:Alternative Fund,Worked at
PROF_85,ORG:Amagis Capital Group,Worked at
PROF_85,ORG:Dynamic Alloc,Worked at
PROF_85,ORG:Equity Finance,Worked at
PROF_85,ORG:Equity Finance & Equity Treasury,Worked at
PROF_85,ORG:Equity Treasury,Worked at
PROF_85,ORG:Fixed Income,Worked at
PROF_85,ORG:S Global Equity Arbitrage Fund,Worked at
PROF_85,ORG:S Macro Multi Strategy Fund,Worked at
PROF_85,ORG:Securities Prime Brokerage And Financing,Worked at
PROF_85,LOC:Italy,Worked in
PROF_85,LOC:London,Worked in
PROF_86,ORG:Consumer Behavior And Market Research,Studied at
PROF_86,ORG:Medical School,Studied at
PROF_86,ORG:Of Psychology,Studied at
PROF_86,ORG:Universidad Complutense de Madrid,Studied at
